Sample Date,IRON DISSOLVED,OXYGEN DISSOLVED (FIELD METER),PH (FIELD),TEMPERATURE WATER,TURBIDITY,ZINC DISSOLVED,Day_of_Year,Day
12/5/2015,0.06,9.889227664,8.378700415,4.360616455,20.18689269,0.13596252,339,5
12/6/2015,0.06,9.889154741,8.378768419,4.437472844,20.07904018,0.136130891,340,6
12/7/2015,0.06,9.889093011,8.378835312,4.514237972,19.97111628,0.136307331,341,7
12/8/2015,0.06,9.889042456,8.378901098,4.590910542,19.86312237,0.136491847,342,8
12/9/2015,0.06,9.889003058,8.378965777,4.667489255,19.75505984,0.136684447,343,9
12/10/2015,0.06,9.888974798,8.379029351,4.743972812,19.64693007,0.136885139,344,10
12/11/2015,0.06,9.888957656,8.379091822,4.820359916,19.53873444,0.137093931,345,11
12/12/2015,0.06,9.888951614,8.379153192,4.896649268,19.43047433,0.137310831,346,12
12/13/2015,0.06,9.888956653,8.379213462,4.97283957,19.32215113,0.137535847,347,13
12/14/2015,0.06,9.888972755,8.379272635,5.048929523,19.21376623,0.137768986,348,14
12/15/2015,0.06,9.888999901,8.379330712,5.124917829,19.10532099,0.138010257,349,15
12/16/2015,0.06,9.889038071,8.379387695,5.200803189,18.99681682,0.138259667,350,16
12/17/2015,0.06,9.889087248,8.379443586,5.276584306,18.88825508,0.138517224,351,17
12/18/2015,0.06,9.889147412,8.379498386,5.352259882,18.77963717,0.138782937,352,18
12/19/2015,0.06,9.889218545,8.379552097,5.427828616,18.67096446,0.139056812,353,19
12/20/2015,0.06,9.889300628,8.379604722,5.503289213,18.56223835,0.139338859,354,20
12/21/2015,0.06,9.889393642,8.379656261,5.578640372,18.4534602,0.139629085,355,21
12/22/2015,0.06,9.889497568,8.379706717,5.653880796,18.34463142,0.139927497,356,22
12/23/2015,0.06,9.889612388,8.379756091,5.729009186,18.23575337,0.140234104,357,23
12/24/2015,0.06,9.889738083,8.379804385,5.804024244,18.12682745,0.140548914,358,24
12/25/2015,0.06,9.889874634,8.379851602,5.878924673,18.01785503,0.140871934,359,25
12/26/2015,0.06,9.890022022,8.379897742,5.953709172,17.9088375,0.141203172,360,26
12/27/2015,0.06,9.890180228,8.379942807,6.028376445,17.79977624,0.141542637,361,27
12/28/2015,0.06,9.890349235,8.3799868,6.102925192,17.69067264,0.141890336,362,28
12/29/2015,0.06,9.890529022,8.380029722,6.177354115,17.58152807,0.142246277,363,29
12/30/2015,0.06,9.890719572,8.380071574,6.251661917,17.47234393,0.142610468,364,30
12/31/2015,0.06,9.890920865,8.380112359,6.325847299,17.36312159,0.142982917,365,31
1/1/2016,0.06,9.891132883,8.380152079,6.399908962,17.25386244,0.143363632,1,1
1/2/2016,0.06,9.891355607,8.380190735,6.473845607,17.14456786,0.14375262,2,2
1/3/2016,0.06,9.891589018,8.380228328,6.547655938,17.03523923,0.14414989,3,3
1/4/2016,0.06,9.891833097,8.380264861,6.621338655,16.92587794,0.14455545,4,4
1/5/2016,0.06,9.892087826,8.380300336,6.69489246,16.81648537,0.144969306,5,5
1/6/2016,0.06,9.892353186,8.380334754,6.768316055,16.70706291,0.145391469,6,6
1/7/2016,0.06,9.892629158,8.380368117,6.841608141,16.59761193,0.145821944,7,7
1/8/2016,0.06,9.892915724,8.380400427,6.914767421,16.48813382,0.14626074,8,8
1/9/2016,0.06,9.893212864,8.380431686,6.987792595,16.37862996,0.146707865,9,9
1/10/2016,0.06,9.89352056,8.380461895,7.060682365,16.26910174,0.147163328,10,10
1/11/2016,0.06,9.893838792,8.380491055,7.133435434,16.15955054,0.147627135,11,11
1/12/2016,0.06,9.894167544,8.38051917,7.206050502,16.04997774,0.148099294,12,12
1/13/2016,0.06,9.894506794,8.380546241,7.278526272,15.94038473,0.148579814,13,13
1/14/2016,0.06,9.894856526,8.380572269,7.350861445,15.83077289,0.149068703,14,14
1/15/2016,0.06,9.895216719,8.380597256,7.423054723,15.7211436,0.149565968,15,15
1/16/2016,0.06,9.895587356,8.380621205,7.495104807,15.61149824,0.150071617,16,16
1/17/2016,0.06,9.895968417,8.380644116,7.567010399,15.5018382,0.150585659,17,17
1/18/2016,0.06,9.896359884,8.380665992,7.638770201,15.39216486,0.1511081,18,18
1/19/2016,0.06,9.896761738,8.380686834,7.710382914,15.28247961,0.151638949,19,19
1/20/2016,0.06,9.89717396,8.380706644,7.781847241,15.17278382,0.152178215,20,20
1/21/2016,0.06,9.897596531,8.380725424,7.853161882,15.06307889,0.152725904,21,21
1/22/2016,0.06,9.898029433,8.380743176,7.92432554,14.95336619,0.153282024,22,22
1/23/2016,0.06,9.898472647,8.380759901,7.995336915,14.8436471,0.153846585,23,23
1/24/2016,0.06,9.898926154,8.380775602,8.066194711,14.73392302,0.154419592,24,24
1/25/2016,0.06,9.899389936,8.38079028,8.136897628,14.62419532,0.155001055,25,25
1/26/2016,0.06,9.899863973,8.380803936,8.207444368,14.51446539,0.155590982,26,26
1/27/2016,0.06,9.900348246,8.380816573,8.277833633,14.4047346,0.156189379,27,27
1/28/2016,0.06,9.900842738,8.380828192,8.348064124,14.29500435,0.156796255,28,28
1/29/2016,0.06,9.901347429,8.380838796,8.418134544,14.18527601,0.157411619,29,29
1/30/2016,0.06,9.901862301,8.380848385,8.488043593,14.07555098,0.158035477,30,30
1/31/2016,0.06,9.902387334,8.380856963,8.557789974,13.96583062,0.158667838,31,31
2/1/2016,0.06,9.90292251,8.380864529,8.627372388,13.85611634,0.15930871,32,1
2/2/2016,0.06,9.903467811,8.380871087,8.696789536,13.7464095,0.1599581,33,2
2/3/2016,0.06,9.904023217,8.380876638,8.766040121,13.63671149,0.160616016,34,3
2/4/2016,0.06,9.90458871,8.380881184,8.835122844,13.5270237,0.161282467,35,4
2/5/2016,0.06,9.90516427,8.380884726,8.904036407,13.4173475,0.16195746,36,5
2/6/2016,0.06,9.90574988,8.380887267,8.972779512,13.30768429,0.162641004,37,6
2/7/2016,0.06,9.90634552,8.380888807,9.04135086,13.19803544,0.163333105,38,7
2/8/2016,0.06,9.906951172,8.38088935,9.109749152,13.08840233,0.164033772,39,8
2/9/2016,0.06,9.907566816,8.380888896,9.177973091,12.97878636,0.164743013,40,9
2/10/2016,0.06,9.908192435,8.380887448,9.246021378,12.86918891,0.165460836,41,10
2/11/2016,0.06,9.908828009,8.380885007,9.313892715,12.75961135,0.166187248,42,11
2/12/2016,0.06,9.90947352,8.380881575,9.381585803,12.65005506,0.166922258,43,12
2/13/2016,0.06,9.910128948,8.380877154,9.449099345,12.54052145,0.167665874,44,13
2/14/2016,0.06,9.910794276,8.380871746,9.516432041,12.43101188,0.168418102,45,14
2/15/2016,0.06,9.911469483,8.380865352,9.583582594,12.32152774,0.169178952,46,15
2/16/2016,0.06,9.912154553,8.380857974,9.650549705,12.21207041,0.169948431,47,16
2/17/2016,0.06,9.912849465,8.380849614,9.717332075,12.10264127,0.170726547,48,17
2/18/2016,0.06,9.9135542,8.380840273,9.783928408,11.99324172,0.171513308,49,18
2/19/2016,0.06,9.914268742,8.380829954,9.850337403,11.88387313,0.172308722,50,19
2/20/2016,0.06,9.914993069,8.380818659,9.916557763,11.77453688,0.173112796,51,20
2/21/2016,0.06,9.915727164,8.380806388,9.98258819,11.66523437,0.17392554,52,21
2/22/2016,0.06,9.916471009,8.380793144,10.04842738,11.55596696,0.174746959,53,22
2/23/2016,0.06,9.917224583,8.380778929,10.11407405,11.44673605,0.175577063,54,23
2/24/2016,0.06,9.917987869,8.380763744,10.17952689,11.33754302,0.176415859,55,24
2/25/2016,0.06,9.918760847,8.380747591,10.2447846,11.22838924,0.177263356,56,25
2/26/2016,0.06,9.919543499,8.380730472,10.30984588,11.11927612,0.178119561,57,26
2/27/2016,0.06,9.920335806,8.380712389,10.37470944,11.01020502,0.178984481,58,27
2/28/2016,0.06,9.92113775,8.380693343,10.43937398,10.90117733,0.179858126,59,28
2/29/2016,0.06,9.921949311,8.380673337,10.5038382,10.79219443,0.180740502,60,29
3/1/2016,0.06,9.922770471,8.380652371,10.5681008,10.68325771,0.181631618,61,1
3/2/2016,0.06,9.923601211,8.380630449,10.63216048,10.57436855,0.182531482,62,2
3/3/2016,0.06,9.924441512,8.380607571,10.69601595,10.46552834,0.183440101,63,3
3/4/2016,0.06,9.925291355,8.380583739,10.7596659,10.35673845,0.184357483,64,4
3/5/2016,0.06,9.926150723,8.380558955,10.82310905,10.24800027,0.185283637,65,5
3/6/2016,0.06,9.927019595,8.380533222,10.88634408,10.13931518,0.18621857,66,6
3/7/2016,0.06,9.927897953,8.38050654,10.94936971,10.03068457,0.18716229,67,7
3/8/2016,0.06,9.928785779,8.380478911,11.01218462,9.922109814,0.188114805,68,8
3/9/2016,0.06,9.929683054,8.380450338,11.07478754,9.813592303,0.189076123,69,9
3/10/2016,0.06,9.930589758,8.380420822,11.13717714,9.705133418,0.190046252,70,10
3/11/2016,0.06,9.931505874,8.380390364,11.19935215,9.596734541,0.191025199,71,11
3/12/2016,0.06,9.932431382,8.380358967,11.26131126,9.488397055,0.192012973,72,12
3/13/2016,0.06,9.933366264,8.380326633,11.32305317,9.380122344,0.193009581,73,13
3/14/2016,0.06,9.9343105,8.380293362,11.38457658,9.271911791,0.194015032,74,14
3/15/2016,0.06,9.935264072,8.380259158,11.4458802,9.163766779,0.195029333,75,15
3/16/2016,0.06,9.936226962,8.380224021,11.50696272,9.055688691,0.196052493,76,16
3/17/2016,0.06,9.937199151,8.380187954,11.56782285,8.94767891,0.197084518,77,17
3/18/2016,0.06,9.938180619,8.380150957,11.62845929,8.83973882,0.198125418,78,18
3/19/2016,0.06,9.939171348,8.380113034,11.68887074,8.731869804,0.199175199,79,19
3/20/2016,0.06,9.940171319,8.380074186,11.74905591,8.624073244,0.20023387,80,20
3/21/2016,0.06,9.941180514,8.380034414,11.80901349,8.516350524,0.201301438,81,21
3/22/2016,0.06,9.942198913,8.379993721,11.86874219,8.408703027,0.202377913,82,22
3/23/2016,0.06,9.943226499,8.379952108,11.9282407,8.301132137,0.2034633,83,23
3/24/2016,0.06,9.944263251,8.379909576,11.98750774,8.193639235,0.204557609,84,24
3/25/2016,0.06,9.945309153,8.379866129,12.046542,8.086225707,0.205660848,85,25
3/26/2016,0.06,9.946364183,8.379821766,12.10534218,7.978892934,0.206773023,86,26
3/27/2016,0.06,9.947428325,8.379776491,12.16390698,7.8716423,0.207894144,87,27
3/28/2016,0.06,9.948501559,8.379730306,12.22223511,7.764475187,0.209024217,88,28
3/29/2016,0.06,9.949583866,8.37968321,12.28032528,7.65739298,0.210163252,89,29
3/30/2016,0.06,9.950675227,8.379635208,12.33817617,7.550397062,0.211311255,90,30
3/31/2016,0.06,9.951775625,8.3795863,12.39578649,7.443488814,0.212468235,91,31
4/1/2016,0.06,9.952885039,8.379536487,12.45315494,7.336669622,0.213634199,92,1
4/2/2016,0.06,9.954003452,8.379485773,12.51028023,7.229940867,0.214809156,93,2
4/3/2016,0.06,9.955130844,8.379434159,12.56716106,7.123303933,0.215993113,94,3
4/4/2016,0.06,9.956267197,8.379381646,12.62379612,7.016760203,0.217186078,95,4
4/5/2016,0.06,9.957412492,8.379328236,12.68018413,6.91031106,0.21838806,96,5
4/6/2016,0.06,9.958566711,8.379273931,12.73632377,6.803957887,0.219599066,97,6
4/7/2016,0.06,9.959729834,8.379218733,12.79221376,6.697702068,0.220819103,98,7
4/8/2016,0.06,9.960901842,8.379162644,12.8478528,6.591544986,0.222048181,99,8
4/9/2016,0.06,9.962082717,8.379105664,12.90323958,6.485488024,0.223286306,100,9
4/10/2016,0.06,9.963272441,8.379047797,12.95837281,6.379532564,0.224533487,101,10
4/11/2016,0.06,9.964470994,8.378989044,13.01325118,6.273679991,0.225789731,102,11
4/12/2016,0.06,9.965678358,8.378929407,13.06787342,6.167931686,0.227055047,103,12
4/13/2016,0.06,9.966894513,8.378868887,13.1222382,6.062289035,0.228329442,104,13
4/14/2016,0.06,9.968119442,8.378807486,13.17634424,5.956753419,0.229612924,105,14
4/15/2016,0.06,9.969353124,8.378745207,13.23019023,5.851326221,0.230905502,106,15
4/16/2016,0.06,9.970595543,8.37868205,13.28377489,5.746008826,0.232207182,107,16
4/17/2016,0.06,9.971846678,8.378618017,13.3370969,5.640802615,0.233517974,108,17
4/18/2016,0.06,9.973106512,8.378553111,13.39015498,5.535708973,0.234837884,109,18
4/19/2016,0.06,9.974375024,8.378487334,13.44294781,5.430729282,0.236166921,110,19
4/20/2016,0.06,9.975652197,8.378420686,13.49547412,5.325864925,0.237505093,111,20
4/21/2016,0.06,9.976938012,8.378353169,13.54773259,5.221117287,0.238852407,112,21
4/22/2016,0.06,9.97823245,8.378284786,13.59972193,5.116487749,0.240208871,113,22
4/23/2016,0.06,9.979535492,8.378215539,13.65144083,5.011977694,0.241574494,114,23
4/24/2016,0.06,9.98084712,8.378145428,13.70288801,4.907588507,0.242949284,115,24
4/25/2016,0.06,9.982167314,8.378074456,13.75406217,4.803321571,0.244333247,116,25
4/26/2016,0.06,9.983496056,8.378002625,13.80496199,4.699178267,0.245726392,117,26
4/27/2016,0.06,9.984833327,8.377929936,13.8555862,4.595159981,0.247128727,118,27
4/28/2016,0.06,9.986179109,8.377856392,13.90593348,4.491268094,0.24854026,119,28
4/29/2016,0.06,9.987533382,8.377781993,13.95600255,4.387503989,0.249960999,120,29
4/30/2016,0.06,9.988896128,8.377706742,14.00579209,4.283869051,0.251390952,121,30
5/1/2016,0.06,9.990267328,8.37763064,14.05530082,4.180364662,0.252830125,122,1
5/2/2016,0.06,9.991646964,8.377553689,14.10452743,4.076992205,0.254278529,123,2
5/3/2016,0.06,9.993035016,8.377475892,14.15347063,3.973753064,0.255736169,124,3
5/4/2016,0.06,9.994431466,8.377397249,14.20212912,3.870648622,0.257203055,125,4
5/5/2016,0.06,9.995836295,8.377317763,14.2505016,3.767680261,0.258679194,126,5
5/6/2016,0.06,9.997249484,8.377237435,14.29858677,3.664849365,0.260164594,127,6
5/7/2016,0.06,9.998671015,8.377156267,14.34638333,3.562157317,0.261659263,128,7
5/8/2016,0.06,10.00010087,8.377074262,14.39388999,3.459605501,0.263163209,129,8
5/9/2016,0.06,10.00153903,8.376991419,14.44110544,3.357195298,0.264676439,130,9
5/10/2016,0.06,10.00298547,8.376907743,14.48802839,3.254928094,0.266198962,131,10
5/11/2016,0.06,10.00444018,8.376823233,14.53465755,3.15280527,0.267730785,132,11
5/12/2016,0.06,10.00590313,8.376737893,14.5809916,3.05082821,0.269271917,133,12
5/13/2016,0.06,10.00737432,8.376651723,14.62702926,2.948998297,0.270822365,134,13
5/14/2016,0.06,10.00885372,8.376564726,14.67276922,2.847316914,0.272382138,135,14
5/15/2016,0.06,10.0103413,8.376476903,14.71821019,2.745785444,0.273951242,136,15
5/16/2016,0.06,10.16,8.28,13.11,1.9,0.71,137,16
5/17/2016,0.06,10.01334098,8.376298788,14.80818995,2.543177777,0.277117479,138,17
5/18/2016,0.06,10.01485302,8.376208499,14.85272615,2.442104346,0.278714627,139,18
5/19/2016,0.06,10.01637319,8.376117391,14.89695817,2.341186361,0.280321139,140,19
5/20/2016,0.06,10.01790145,8.376025467,14.94088469,2.240425206,0.281937022,141,20
5/21/2016,0.06,10.01943779,8.375932728,14.98450444,2.139822262,0.283562285,142,21
5/22/2016,0.06,10.02098219,8.375839175,15.0278161,2.039378914,0.285196936,143,22
5/23/2016,0.06,10.02253464,8.375744811,15.07081838,1.939096544,0.286840981,144,23
5/24/2016,0.06,10.0240951,8.375649637,15.11350999,1.838976536,0.28849443,145,24
5/25/2016,0.06,10.02566357,8.375553656,15.15588961,1.739020273,0.29015729,146,25
5/26/2016,0.06,10.02724002,8.375456868,15.19795597,1.639229137,0.291829569,147,26
5/27/2016,0.06,10.02882444,8.375359276,15.23970775,1.539604513,0.293511274,148,27
5/28/2016,0.06,10.03041681,8.375260881,15.28114365,1.440147783,0.295202415,149,28
5/29/2016,0.06,10.03201711,8.375161686,15.32226239,1.340860331,0.296902998,150,29
5/30/2016,0.06,10.03362531,8.375061692,15.36306266,1.241743539,0.298613032,151,30
5/31/2016,0.06,10.03524141,8.3749609,15.40354316,1.142798791,0.300332524,152,31
6/1/2016,0.06,10.03686538,8.374859313,15.4437026,1.04402747,0.302061482,153,1
6/2/2016,0.06,10.0384972,8.374756932,15.48353968,0.945430959,0.303799915,154,2
6/3/2016,0.06,10.04013686,8.37465376,15.52305309,0.847010641,0.30554783,155,3
6/4/2016,0.06,10.04178433,8.374549797,15.56224154,0.748767899,0.307305235,156,4
6/5/2016,0.06,10.04343961,8.374445046,15.60110374,0.650704117,0.309072138,157,5
6/6/2016,0.06,10.04510265,8.374339508,15.63963837,0.552820678,0.310848547,158,6
6/7/2016,0.06,10.04677346,8.374233186,15.67784416,0.455118964,0.31263447,159,7
6/8/2016,0.06,10.04845201,8.374126081,15.71571979,0.35760036,0.314429914,160,8
6/9/2016,0.06,10.05013829,8.374018194,15.75326396,0.260266247,0.316234888,161,9
6/10/2016,0.06,10.05183226,8.373909528,15.79047539,0.16311801,0.3180494,162,10
6/11/2016,0.06,10.05353392,8.373800085,15.82735277,0.066157031,0.319873456,163,11
6/12/2016,0.06,10.05524325,8.373689865,15.8638948,-0.030615306,0.321707066,164,12
6/13/2016,0.06,9.96,8.45,17.68,1.1,0.43,165,13
6/14/2016,0.06,10.05868483,8.373467105,15.93596798,-0.223588523,0.325402978,166,14
6/15/2016,0.06,10.06041704,8.373354569,15.9714986,-0.319786637,0.327265295,167,15
6/16/2016,0.06,10.06215684,8.373241263,16.00669281,-0.415790576,0.329137197,168,16
6/17/2016,0.06,10.06390422,8.373127191,16.04155139,-0.511598958,0.331018691,169,17
6/18/2016,0.06,10.06565915,8.373012354,16.07607512,-0.6072104,0.332909787,170,18
6/19/2016,0.06,10.06742161,8.372896753,16.11026475,-0.702623518,0.334810491,171,19
6/20/2016,0.06,10.06919159,8.37278039,16.14412105,-0.797836929,0.336720811,172,20
6/21/2016,0.06,10.07096906,8.372663267,16.17764481,-0.89284925,0.338640756,173,21
6/22/2016,0.06,10.07275402,8.372545387,16.21083679,-0.987659099,0.340570333,174,22
6/23/2016,0.06,10.07454643,8.37242675,16.24369776,-1.08226509,0.34250955,175,23
6/24/2016,0.06,10.07634629,8.372307358,16.27622849,-1.176665843,0.344458415,176,24
6/25/2016,0.06,10.07815356,8.372187214,16.30842975,-1.270859973,0.346416936,177,25
6/26/2016,0.06,10.07996824,8.372066318,16.34030232,-1.364846097,0.348385121,178,26
6/27/2016,0.06,10.08179031,8.371944674,16.37184695,-1.458622832,0.350362978,179,27
6/28/2016,0.06,10.08361973,8.371822282,16.40306443,-1.552188796,0.352350514,180,28
6/29/2016,0.06,10.08545651,8.371699144,16.43395552,-1.645542604,0.354347738,181,29
6/30/2016,0.06,10.08730062,8.371575263,16.464521,-1.738682874,0.356354657,182,30
7/1/2016,0.06,10.08915203,8.371450639,16.49476163,-1.831608222,0.35837128,183,1
7/2/2016,0.06,10.09101074,8.371325275,16.52467818,-1.924317266,0.360397614,184,2
7/3/2016,0.06,10.09287671,8.371199172,16.55427143,-2.016808622,0.362433667,185,3
7/4/2016,0.06,10.09474994,8.371072333,16.58354214,-2.109080907,0.364479447,186,4
7/5/2016,0.06,10.09663041,8.370944758,16.61249109,-2.201132738,0.366534962,187,5
7/6/2016,0.06,10.09851809,8.370816451,16.64111905,-2.292962732,0.368600219,188,6
7/7/2016,0.06,10.10041296,8.370687412,16.66942678,-2.384569505,0.370675228,189,7
7/8/2016,0.06,10.10231502,8.370557643,16.69741506,-2.475951675,0.372759995,190,8
7/9/2016,0.06,10.10422423,8.370427146,16.72508466,-2.567107858,0.374854529,191,9
7/10/2016,0.06,10.10614058,8.370295924,16.75243634,-2.658036671,0.376958837,192,10
7/11/2016,0.06,10.10806406,8.370163977,16.77947088,-2.748736732,0.379072927,193,11
7/12/2016,0.06,10.10999464,8.370031307,16.80618905,-2.839206656,0.381196808,194,12
7/13/2016,0.06,10.1119323,8.369897916,16.83259162,-2.929445061,0.383330486,195,13
7/14/2016,0.06,10.11387703,8.369763807,16.85867936,-3.019450563,0.385473971,196,14
7/15/2016,0.06,10.11582881,8.36962898,16.88445304,-3.10922178,0.38762727,197,15
7/16/2016,0.06,10.11778761,8.369493438,16.90991344,-3.198757328,0.38979039,198,16
7/17/2016,0.06,10.11975342,8.369357182,16.93506131,-3.288055824,0.39196334,199,17
7/18/2016,0.06,10.12172623,8.369220215,16.95989743,-3.377115885,0.394146128,200,18
7/19/2016,0.06,10.123706,8.369082537,16.98442257,-3.465936128,0.396338761,201,19
7/20/2016,0.06,10.12569273,8.368944151,17.00863751,-3.554515169,0.398541248,202,20
7/21/2016,0.06,10.12768639,8.368805058,17.03254301,-3.642851626,0.400753596,203,21
7/22/2016,0.06,10.12968697,8.368665261,17.05613984,-3.730944116,0.402975813,204,22
7/23/2016,0.06,10.13169444,8.36852476,17.07942878,-3.818791254,0.405207907,205,23
7/24/2016,0.06,10.13370879,8.368383558,17.10241059,-3.906391659,0.407449886,206,24
7/25/2016,0.06,10.13573,8.368241657,17.12508604,-3.993743946,0.409701758,207,25
7/26/2016,0.06,10.13775805,8.368099058,17.14745591,-4.080846733,0.411963531,208,26
7/27/2016,0.06,10.13979292,8.367955764,17.16952096,-4.167698637,0.414235213,209,27
7/28/2016,0.06,10.1418346,8.367811775,17.19128197,-4.254298274,0.416516811,210,28
7/29/2016,0.06,10.14388306,8.367667093,17.2127397,-4.340644261,0.418808334,211,29
7/30/2016,0.06,10.14593828,8.367521722,17.23389494,-4.426735215,0.421109789,212,30
7/31/2016,0.06,10.14800025,8.367375661,17.25474843,-4.512569754,0.423421185,213,31
8/1/2016,0.06,10.15006895,8.367228913,17.27530097,-4.598146493,0.425742528,214,1
8/2/2016,0.06,10.15214435,8.367081481,17.29555331,-4.68346405,0.428073828,215,2
8/3/2016,0.06,10.15422645,8.366933364,17.31550623,-4.768521041,0.430415092,216,3
8/4/2016,0.06,10.15631522,8.366784566,17.3351605,-4.853316084,0.432766327,217,4
8/5/2016,0.06,10.15841064,8.366635089,17.35451689,-4.937847794,0.435127543,218,5
8/6/2016,0.06,10.16051269,8.366484933,17.37357617,-5.02211479,0.437498746,219,6
8/7/2016,0.06,10.16262136,8.3663341,17.39233911,-5.106115688,0.439879944,220,7
8/8/2016,0.06,10.16473663,8.366182593,17.41080648,-5.189849105,0.442271146,221,8
8/9/2016,0.06,10.16685847,8.366030414,17.42897904,-5.273313657,0.44467236,222,9
8/10/2016,0.06,10.16898688,8.365877563,17.44685758,-5.356507961,0.447083593,223,10
8/11/2016,0.06,10.17112182,8.365724043,17.46444287,-5.439430635,0.449504852,224,11
8/12/2016,0.06,10.17326328,8.365569856,17.48173566,-5.522080295,0.451936147,225,12
8/13/2016,0.06,10.17541125,8.365415003,17.49873674,-5.604455558,0.454377485,226,13
8/14/2016,0.06,10.1775657,8.365259486,17.51544686,-5.686555041,0.456828874,227,14
8/15/2016,0.06,10.17972661,8.365103307,17.53186682,-5.76837736,0.459290322,228,15
8/16/2016,0.06,10.18189397,8.364946467,17.54799736,-5.849921133,0.461761836,229,16
8/17/2016,0.06,10.18406776,8.364788969,17.56383927,-5.931184976,0.464243425,230,17
8/18/2016,0.06,10.18624796,8.364630814,17.57939332,-6.012167507,0.466735096,231,18
8/19/2016,0.06,10.18843455,8.364472005,17.59466027,-6.092867341,0.469236858,232,19
8/20/2016,0.06,10.1906275,8.364312541,17.60964089,-6.173283096,0.471748718,233,20
8/21/2016,0.06,10.19282681,8.364152427,17.62433596,-6.25341339,0.474270684,234,21
8/22/2016,0.06,10.19503246,8.363991663,17.63874625,-6.333256837,0.476802764,235,22
8/23/2016,0.06,10.19724442,8.363830251,17.65287252,-6.412812057,0.479344966,236,23
8/24/2016,0.06,10.19946267,8.363668192,17.66671555,-6.492077664,0.481897298,237,24
8/25/2016,0.06,10.2016872,8.36350549,17.68027611,-6.571052277,0.484459768,238,25
8/26/2016,0.06,10.20391799,8.363342145,17.69355497,-6.649734511,0.487032383,239,26
8/27/2016,0.06,10.20615503,8.363178159,17.70655289,-6.728122985,0.489615152,240,27
8/28/2016,0.06,10.20839828,8.363013534,17.71927065,-6.806216314,0.492208083,241,28
8/29/2016,0.06,10.21064773,8.362848272,17.73170903,-6.884013116,0.494811183,242,29
8/30/2016,0.06,10.21290337,8.362682374,17.74386878,-6.961512007,0.49742446,243,30
8/31/2016,0.06,10.21516517,8.362515843,17.75575068,-7.038711604,0.500047922,244,31
9/1/2016,0.06,10.21743312,8.36234868,17.7673555,-7.115610525,0.502681577,245,1
9/2/2016,0.06,10.21970719,8.362180886,17.77868402,-7.192207385,0.505325433,246,2
9/3/2016,0.06,10.22198738,8.362012464,17.78973699,-7.268500802,0.507979498,247,3
9/4/2016,0.06,10.22427365,8.361843416,17.8005152,-7.344489393,0.51064378,248,4
9/5/2016,0.06,10.22656599,8.361673743,17.81101941,-7.420171774,0.513318286,249,5
9/6/2016,0.06,10.22886439,8.361503447,17.82125039,-7.495546562,0.516003025,250,6
9/7/2016,0.06,10.23116882,8.36133253,17.83120892,-7.570612375,0.518698004,251,7
9/8/2016,0.06,10.23347926,8.361160993,17.84089576,-7.645367829,0.521403232,252,8
9/9/2016,0.06,10.2357957,8.360988838,17.85031168,-7.71981154,0.524118716,253,9
9/10/2016,0.06,10.23811812,8.360816068,17.85945746,-7.793942126,0.526844464,254,10
9/11/2016,0.06,10.24044649,8.360642683,17.86833386,-7.867758204,0.529580484,255,11
9/12/2016,0.06,10.24278081,8.360468687,17.87694165,-7.94125839,0.532326784,256,12
9/13/2016,0.06,10.24512104,8.360294079,17.88528162,-8.014441302,0.535083372,257,13
9/14/2016,0.06,10.24746718,8.360118863,17.89335452,-8.087305555,0.537850256,258,14
9/15/2016,0.06,10.2498192,8.35994304,17.90116112,-8.159849767,0.540627443,259,15
9/16/2016,0.06,10.25217709,8.359766611,17.9087022,-8.232072556,0.543414942,260,16
9/17/2016,0.06,10.25454082,8.359589579,17.91597853,-8.303972537,0.54621276,261,17
9/18/2016,0.06,10.25691037,8.359411945,17.92299088,-8.375548327,0.549020905,262,18
9/19/2016,0.06,10.25928574,8.359233712,17.92974002,-8.446798543,0.551839386,263,19
9/20/2016,0.06,10.2616669,8.35905488,17.93622671,-8.517721803,0.55466821,264,20
9/21/2016,0.06,10.26405382,8.358875452,17.94245173,-8.588316723,0.557507385,265,21
9/22/2016,0.06,10.2664465,8.358695429,17.94841586,-8.65858192,0.560356918,266,22
9/23/2016,0.06,10.26884491,8.358514814,17.95411985,-8.72851601,0.563216819,267,23
9/24/2016,0.06,10.27124903,8.358333608,17.95956448,-8.798117611,0.566087094,268,24
9/25/2016,0.06,10.27365885,8.358151812,17.96475053,-8.86738534,0.568967752,269,25
9/26/2016,0.06,10.27607435,8.357969429,17.96967875,-8.936317812,0.571858801,270,26
9/27/2016,0.06,10.27849551,8.35778646,17.97434993,-9.004913646,0.574760248,271,27
9/28/2016,0.06,10.2809223,8.357602907,17.97876483,-9.073171458,0.577672101,272,28
9/29/2016,0.06,10.28335472,8.357418772,17.98292422,-9.141089865,0.580594368,273,29
9/30/2016,0.06,10.28579273,8.357234057,17.98682888,-9.208667483,0.583527058,274,30
10/1/2016,0.06,10.28823633,8.357048763,17.99047957,-9.275902929,0.586470177,275,1
10/2/2016,0.06,10.2906855,8.356862892,17.99387706,-9.342794822,0.589423734,276,2
10/3/2016,0.06,10.29314021,8.356676447,17.99702212,-9.409341776,0.592387738,277,3
10/4/2016,0.06,10.29560044,8.356489428,17.99991553,-9.475542409,0.595362194,278,4
10/5/2016,0.06,10.29806619,8.356301838,18.00255806,-9.541395338,0.598347113,279,5
10/6/2016,0.06,10.30053742,8.356113677,18.00495047,-9.60689918,0.601342501,280,6
